id,post_id,page_name,text,timestamp,likes,comments_count,shares,views,reactions_like,reactions_love,reactions_haha,reactions_wow,reactions_sad,reactions_angry,post_url,media_type,scraped_at
430,a82c0513896b47838691b54e1812cffe,"Make ablution easier and cleaner with our Wudu Basin — perfect for homes, mosques, offices & hotels. Strong, hygienic, modern. 📍Available now at Alanyo Group. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #WuduBasin #AblutionBasin #TranQ #AlanyoGroup #MuslimLifestyle #IslamicLiving #CleanLiving #SanitaryWareGhana #ModernBathroom #PremiumSanitaryWare #GhanaHomes","Make ablution easier and cleaner with our Wudu Basin — perfect for homes, mosques, offices & hotels. Strong, hygienic, modern. 📍Available now at Alanyo Group. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #WuduBasin #AblutionBasin #TranQ #AlanyoGroup #MuslimLifestyle #IslamicLiving #CleanLiving #SanitaryWareGhana #ModernBathroom #PremiumSanitaryWare #GhanaHomes",2026-03-13T20:28:45.273789,0,0,0,19000,0,0,0,0,0,0,,image,2026-03-13T20:28:47.600081
429,a2604a4d75a376fc8bb8bbb1ac1ec099,"This is not just a vanity… It’s TranQ luxury ✨ 120cm | Double bowl | LED mirror Promo price: ₵8,080 Old price: ₵12,500 ❌ 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #AlanyoGroup #LuxuryBathroom #BathroomGoals #GhanaHomes #InteriorGhana #BathroomVanity #HomeUpgrade #AccraHomes","This is not just a vanity… It’s TranQ luxury ✨ 120cm | Double bowl | LED mirror Promo price: ₵8,080 Old price: ₵12,500 ❌ 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #AlanyoGroup #LuxuryBathroom #BathroomGoals #GhanaHomes #InteriorGhana #BathroomVanity #HomeUpgrade #AccraHomes",2026-03-13T20:28:45.217798,0,0,0,1900,0,0,0,0,0,0,https://www.facebook.com/reel/1456705222688912/,image,2026-03-13T20:28:47.599312
426,c58f3311e6b0e556e00ea032d6a7e295,"Nano Black Double Sink | Full Set | GH₵1,350 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #AlanyoGroup #KitchenSink #NanoBlackSink #HomeImprovementGhana #GhanaHomes #ModernKitchen #KitchenUpgrade","Nano Black Double Sink | Full Set | GH₵1,350 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #AlanyoGroup #KitchenSink #NanoBlackSink #HomeImprovementGhana #GhanaHomes #ModernKitchen #KitchenUpgrade",2026-03-13T20:28:45.047915,0,0,0,17000,0,0,0,0,0,0,https://www.facebook.com/reel/2028037904642315/,image,2026-03-13T20:28:47.597594
424,4dc9338c11aaeb52215e28396c0ebbe9,"Luxury Marble Basin Promo ✨ Now selling at 5,000GH₵ ✔️ 100cm Marble Basin ✔️ LED Mirror ✔️ Quality Faucet Give your bathroom a modern luxury touch at a promo price. 📍 Visit Alanyo Group showroom today. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #AlanyoGroup #BathroomGoals #MarbleBasin #AccraBusiness #HomeUpgrade #PromoDeal","Luxury Marble Basin Promo ✨ Now selling at 5,000GH₵ ✔️ 100cm Marble Basin ✔️ LED Mirror ✔️ Quality Faucet Give your bathroom a modern luxury touch at a promo price. 📍 Visit Alanyo Group showroom today. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #AlanyoGroup #BathroomGoals #MarbleBasin #AccraBusiness #HomeUpgrade #PromoDeal",2026-03-13T20:28:44.922583,0,0,0,531,0,0,0,0,0,0,,image,2026-03-13T20:28:47.596400
423,346ffb98ee317678fc31480110035849,"Luxury bathrooms, the TranQ way. Length:900 Width:500 Height:480 💰vanity cabinet: Promo price: 6,500GH 💰 WC : 1,950GH ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #TranQBathrooms #DoubleElegance #LuxuryBathroom #ModernBathroom #HighEndBathroom #BathroomInspo #InteriorLuxury #GhanaHomes #AccraHomes #LuxuryHomesGhana #AlanyoGroup","Luxury bathrooms, the TranQ way. Length:900 Width:500 Height:480 💰vanity cabinet: Promo price: 6,500GH 💰 WC : 1,950GH ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #TranQBathrooms #DoubleElegance #LuxuryBathroom #ModernBathroom #HighEndBathroom #BathroomInspo #InteriorLuxury #GhanaHomes #AccraHomes #LuxuryHomesGhana #AlanyoGroup",2026-03-13T20:28:44.869317,0,0,0,3400,0,0,0,0,0,0,https://www.facebook.com/reel/906259475266241/,image,2026-03-13T20:28:47.595968
422,fba1e9b1a7fcc228cafb9acbf3c0de95,"PREMIUM - LUXURIOUS - HIGH TASTE. Length:800 Width:500 Height:480 ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #tranq #sanitarywares #ghana #ghanahomes #ghana","PREMIUM - LUXURIOUS - HIGH TASTE. Length:800 Width:500 Height:480 ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #tranq #sanitarywares #ghana #ghanahomes #ghana",2026-03-13T20:28:44.807158,0,0,0,924,0,0,0,0,0,0,,image,2026-03-13T20:28:47.595419
421,9b8a04ea6f973145e17a38c7d18164a4,"TranQ WC Designed for hygiene, durability, and powerful flushing. ✔ UF Seat Cover – strong, durable & scratch-resistant ✔ Nano Glazing – smooth surface that resists stains & germs ✔ Siphonic Flush System – powerful, quiet & water-efficient ✔ 5-Year Warranty – guaranteed quality you can trust Perfect for modern homes, hotels & luxury bathrooms. 💰 Promo Price: GH₵1,850 ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQWC #LuxuryBathroom #GhanaHomes #PremiumWC #BathroomUpgrade","TranQ WC Designed for hygiene, durability, and powerful flushing. ✔ UF Seat Cover – strong, durable & scratch-resistant ✔ Nano Glazing – smooth surface that resists stains & germs ✔ Siphonic Flush System – powerful, quiet & water-efficient ✔ 5-Year Warranty – guaranteed quality you can trust Perfect for modern homes, hotels & luxury bathrooms. 💰 Promo Price: GH₵1,850 ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQWC #LuxuryBathroom #GhanaHomes #PremiumWC #BathroomUpgrade",2026-03-13T20:28:44.745712,0,0,0,28000,0,0,0,0,0,0,https://www.facebook.com/reel/2864702137216135/,image,2026-03-13T20:28:47.594884
420,b1a65149f69ad0c106683e223a66817f,"Still using an outdated WC? Upgrade to the Console Nano Glazing TranQ WC and enjoy: ✨ Easy-to-clean Nano Glazing ✨ Heavy-duty UF Seat Cover ✨ Strong Concealed Frame System ✨ Stylish Flush Button ✨ 5-Year Warranty Peace of Mind All for just 2,800GH₵ 🔥 Invest once. Enjoy comfort for years. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #BathroomLuxury #TranQ #AlanyoGroup #WCUpgrade #ModernLiving #AccraHomes","Still using an outdated WC? Upgrade to the Console Nano Glazing TranQ WC and enjoy: ✨ Easy-to-clean Nano Glazing ✨ Heavy-duty UF Seat Cover ✨ Strong Concealed Frame System ✨ Stylish Flush Button ✨ 5-Year Warranty Peace of Mind All for just 2,800GH₵ 🔥 Invest once. Enjoy comfort for years. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #BathroomLuxury #TranQ #AlanyoGroup #WCUpgrade #ModernLiving #AccraHomes",2026-03-13T20:28:44.690939,0,0,0,37000,0,0,0,0,0,0,https://www.facebook.com/reel/2083074835859240/,image,2026-03-13T20:28:47.594235
418,02377d8ac0e1a3c2ac3deafde6c04d3f,"Because your bathroom deserves the spotlight. 💎 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #TranQVanity #LuxuryBathroom #BathroomGoals #VanityCabinet #BathroomDesign #HomeDecorGhana #InteriorDesign #BathroomInspo #ModernBathroom #AestheticBathroom #LuxuryLiving #MarbleDesign #BathroomStyle #AlanyoGroup #TranQBathroom #GhanaHomes #HomeLuxury #InteriorGoals #bathrooms","Because your bathroom deserves the spotlight. 💎 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #TranQVanity #LuxuryBathroom #BathroomGoals #VanityCabinet #BathroomDesign #HomeDecorGhana #InteriorDesign #BathroomInspo #ModernBathroom #AestheticBathroom #LuxuryLiving #MarbleDesign #BathroomStyle #AlanyoGroup #TranQBathroom #GhanaHomes #HomeLuxury #InteriorGoals #bathrooms",2026-03-13T20:28:44.583243,0,0,0,2400,0,0,0,0,0,0,,image,2026-03-13T20:28:47.592840
417,952905044ec1873fbf3c1016851a4248,"Chale, no dull! WC promo dey run — small money, big shine. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza. Sampa valley. #bathroom #sanitarywares #twyfordtiles #ghanahomes #ghana #spintexghana #spintex #spintexroad #basins","Chale, no dull! WC promo dey run — small money, big shine. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza. Sampa valley. #bathroom #sanitarywares #twyfordtiles #ghanahomes #ghana #spintexghana #spintex #spintexroad #basins",2026-03-13T20:28:44.522626,0,0,0,55000,0,0,0,0,0,0,https://www.facebook.com/reel/727047223661924/,image,2026-03-13T20:28:47.592251
