video_id,title,description,channel_id,channel_name,published_at,duration,view_count,like_count,comment_count,tags,thumbnail_url,post_url,scraped_at
fpETS6q1Hww,Daniel Priestley: AI Will Make Plumbers Earn More Than Lawyers! (2029 PREDICTION),"What is financial freedom? The Business Strategist Daniel Priestley on why AI makes lifestyle businesses easy.

Daniel Priestley is an award-winning serial entrepreneur and self-made multimillionaire. He is the co-founder of Dent Global and ScoreApp, and the author of several international bestsellers, including Oversubscribed and Key Person of Influence.

He explains:
▪️How to build a personal brand that survives the AI automation wave
▪️The 2029 AI financial crash prediction 
▪️Why traditional wages are disappearing in the power law economy
▪️The ""tombstone exercise"" to identify AI threats to your business
▪️The $1M hidden opportunity in AI businesses

00:00 Intro
04:03 Why The Rise Of AI And Robotics Forces Us To Redefine Our Place
10:00 The Birth Of The Interest Algorithm
16:19 Could AI Trigger The Next Financial Crash?
20:11 The 6 Entrepreneurial Skills You Must Learn To Survive The AI Era
24:16 The New AI Gold Rush: Business Opportunities Most People Are Missing
35:20 The One Human Advantage AI Still Can’t Replace
44:39 These Jobs Will Disappear Within 5 Years
47:51 Ads
50:02 What Happens To Workers When AI Replaces Their Jobs?
52:22 What’s Really Happening In The U.K. Right Now
55:07 “Market Distortions”: The Hidden Economic Effects Of AI
01:00:40 Why So Many People Are Leaving The U.K. 
01:06:21 The Bear Case For AI: What If The Future Isn’t As Bright As We Think?
01:09:25 The System Is Breaking: Why Our Economy No Longer Matches Reality
01:13:56 Should AI Wealth Fund Society?
01:16:09 Ads
01:18:05 Why Building A Personal Brand May Be The Safest Career Move Today
01:18:57 Why Everyone Should Try Entrepreneurship In The AI Economy
01:20:43 How Playing With AI Tools Today Could Change Your Future
01:23:59 Employee Vs. Entrepreneur: The Mindset That Will Define Winners
01:25:27 Why Writing Is Becoming A Superpower In The AI Age
01:28:10 The One Question That Can Change Your Career Path
01:31:34 Why Thinking Too Narrowly Could Cost You The Future
01:37:49 Is Passive Income Real - Or Just Another Internet Myth?
01:43:01 Why So Many People Lose Motivation (And How To Fight It)
01:50:35 Survivorship Bias: The Harsh Truth Behind Success Stories

Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://doac-perks.com

Follow Daniel:
Instagram - https://link.thediaryofaceo.com/15J7ORb 
YouTube - https://link.thediaryofaceo.com/3EqYLXT 
Website - https://link.thediaryofaceo.com/AcymoLQ
Scorecard - https://link.thediaryofaceo.com/VrBLNa
Score App - https://link.thediaryofaceo.com/FNab1ht

You can purchase ‘Lifestyle Business Playbook: How to Have Fun, Freedom and Fulfilment With Your Own Business’: https://link.thediaryofaceo.com/GpE0H2H

The Diary Of A CEO:
◼️Join DOAC circle here - https://doaccircle.com/ 
◼️Buy The Diary Of A CEO book here - https://smarturl.it/DOACbook 
◼️The 1% Diary is back - limited time only: https://bit.ly/3YFbJbt 
◼️The Diary Of A CEO Conversation Cards (Second Edit",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-03-16T01:00:47-07:00,7356,886539,20000,3600,,https://i.ytimg.com/vi_webp/fpETS6q1Hww/maxresdefault.webp,https://www.youtube.com/watch?v=fpETS6q1Hww,2026-03-17T23:51:12.762580
J52vmTBpqBs,The farmer's son became a Millionaire in Africa using 'The Shark Mentality',"From the dangerous mindset that no one is coming to save you to the revolutionary truth that when you realize at age 12 or 13 that your entire family is waiting for someone else to rescue them you get an awakening that changes everything, and why the brutal truth about becoming a millionaire at 25 and losing it all by 27 is that the first thing that comes to an average Ghanaian person's mind when given an opportunity in business is steal. A deep conversation about the mindset of success with Christian Amoh

00:00:00 Introduction: Meet Christian Zen Amo
00:03:17 The Awakening: Realizing No One Is Coming to Save You
00:10:42 Learning from Grandma: The Entrepreneurial Foundation
00:14:27 The Missionary Years: Finding Purpose and Building Skills
00:21:28 First Million: Breaking Into International Trade
00:28:20 The Rice Business Dream and Devastating Loss
00:33:45 The Dishonesty Problem: Why Ghanaian Entrepreneurs Struggle
00:38:12 Rising from the Ashes: The Comeback Strategy
00:43:49 The Rice Cartel: Understanding Ghana's Import Economy
00:48:28 Predatory Pricing and Market Competition
00:50:46 The Import vs Local Production Debate
00:55:12 Advice for Those Who Feel Stuck
00:57:35 The Shark Philosophy: Becoming Valuable to Winners
01:01:44 Final Wisdom: Discipline Over Motivation

Guest: Christian Zen Amoh
Company - Ohemaa Rice

Host: Derrick Abaitey
IG: https://www.instagram.com/derrick.abaitey
YT: https://www.youtube.com/@DerrickAbaitey
Join Konnected Academy: https://www.triibe.io/konnected-academy

Listen to the podcast on:
Apple Podcast - http://tinyurl.com/4ttwbdxe
Spotify - http://tinyurl.com/3he8hjfp
Join this channel: /@konnectedminds
FOLLOW ► https://linktr.ee/konnectedminds

#Podcast #businesspodcast #AfricanPodcast",UCsvRFzTlxQ8QrrY-m2qbSNA,Konnected Minds Podcast,2026-03-13T09:00:38-07:00,3844,38106,1000,125,,https://i.ytimg.com/vi/J52vmTBpqBs/maxresdefault.jpg,https://www.youtube.com/watch?v=J52vmTBpqBs,2026-03-17T23:21:06.020619
xcXfcXJvMXg,The Iran War Expert: I Simulated The Iran War for 20 Years. Here’s What Happens Next,"White House war advisor ROBERT PAPE reveals why Trump is trapped in a war with Iran, the risk of a nuclear breakout, the role of China in the conflict, and how the US is losing control of the Middle East.

Robert Pape is a renowned political scientist and director of the Chicago Project on Security and Threats. He has advised every White House since 9/11 on military strategy and is the author of Bombing to Win: Air Power and Coercion in War.

He explains:
▪️The 3 stages of the escalation trap locking the US into war
▪️Why precision smart bombs trick leaders into strategic failure
▪️The hidden reality of Iran's 400kg enriched uranium stockpile
▪️How killing the Supreme Leader made the Iranian regime more resilient
▪️The pattern that connects Vietnam, Afghanistan, Iraq and Iran

00:00 Intro
01:58 What’s Really Happening In The World Right Now 
04:04 I’ve Worked With The White House For The Last 20 Years
08:59 What Really Happened When The U.S. Bombed Iran’s Nuclear Sites
12:00 Does Removing A Leader Actually End A Regime - Or Backfire?
16:08 Iran’s New Supreme Leader May Be Even More Hostile To The U.S.
26:07 The Escalation Scenario Few People Are Talking About
41:15 Ads
43:14 What The Next U.S.–Iran War Could Actually Look Like
47:34 What Happens If The U.S. Hadn’t Bombed Iran - Would War Be Worse?
52:09 Does Trump Really Influence Netanyahu’s Decisions?
54:05 Are Trump’s Global Decisions Driven By Legacy?
01:04:33 Could The World Be Heading Toward Another Genocide?
01:05:54 What Happens After “Stage 3”?
01:07:17 Ads
01:12:14 China’s Quiet Strategy For Global Dominance
01:13:18 Is America’s Superpower Era Ending And Is China Next?
01:16:32 Why China May Benefit From A U.S. Conflict With Iran
01:22:54 The Real Long-Term Prize The U.S. Is Fighting For 

Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://doac-perks.com

Follow Robert:
X - https://x.com/ProfessorPape
LinkedIn - https://www.linkedin.com/in/robert-pape/
Substack - https://substack.com/@professorrobertpape

The Diary Of A CEO:
▪️Join DOAC circle here - https://doaccircle.com/ 
▪️Buy The Diary Of A CEO book here - https://smarturl.it/DOACbook 
▪️The 1% Diary is back - limited time only: https://bit.ly/3YFbJbt 
▪️The Diary Of A CEO Conversation Cards (Second Edition): https://g2ul0.app.link/f31dsUttKKb 
▪️Get email updates - https://bit.ly/diary-of-a-ceo-yt 
▪️Follow Steven - https://g2ul0.app.link/gnGqL4IsKKb 

Sponsors:
Stan - https://coach.stan.store/?ref=stevenbartlett&utm_source=youtube&utm_medium=podcast&utm_campaign=episode1
Fiverr - https://fiverr.com/diary and get 10% off your first order when you use code DIARY
Wispr - Get 14 days of Wispr Flow for free at https://wisprflow.ai/steven",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-03-12T01:00:59-07:00,5338,4948070,123000,18000,,https://i.ytimg.com/vi_webp/xcXfcXJvMXg/maxresdefault.webp,https://www.youtube.com/watch?v=xcXfcXJvMXg,2026-03-17T23:51:38.193512
nrwNSSyKuD4,"No.1 Christianity Expert, Wesley Huff: Here Is The Proof That Christianity Is True!","Bible sales are soaring. Christian Faith Defender Wesley Huff on why the West is rediscovering Jesus.

Wesley Huff is a PhD candidate and leading Christian apologist specialising in the historical accuracy of ancient Biblical texts. He serves as the Director of Central Canada for Apologetics Canada and is the host of a YouTube channel dedicated to the science of faith.

He explains:
Why Christianity and interest in the Bible are rising again
Why New Atheism may have left a generation in a meaning crisis
How to think about suffering if God is loving
Why humans seem wired to worship something
How faith and evidence can be explored together

00:00 Intro
02:21 Why Religious Belief Is Suddenly Surging Again
06:25 The Hidden Debate: Atheism vs. Faith Movement
08:33 Why Humans Aren’t Meant to Live Alone 
15:09 Is the Bible Historically Credible?
20:02 The Biggest Misunderstandings People Have About the Bible
31:16 Who Actually Witnessed the Resurrection 
35:58 Were the Stories of Jesus Invented? 
41:37 If God Exists, Why Does Suffering Exist? 
01:01:10 Why Evolution Alone May Not Answer the Biggest Questions About Our Origins
01:11:24 Is Heaven the Point of the Bible - Or Is It Something Else Entirely?
01:12:58 Do Animals Have Souls?
01:18:31 If You Sin, Are You Automatically Going to Hell?
01:38:55 Does Your Religion Depend on Where You Were Born? 
01:41:12 Does Prayer Actually Work?
01:44:26 Religion vs. A.I. - Could Technology Challenge Faith?
01:52:31 Why Young People Around the World Are Facing a Crisis of Meaning
01:59:30 A Message for Anyone Feeling Lost or Without Purpose
02:05:41 Why Questioning Christianity Has Changed in the Last Decade
02:07:01 How A.I. Could Transform the Future of Religion
02:12:18 From Paralyzed Child to Apologist 
02:16:36 The Supernatural - Can People Really Speak to the Dead?

Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://link.thediaryofaceo.com/4cu0HtZ

Follow Wesley:
Instagram - https://link.thediaryofaceo.com/7w6EJYB
X - https://link.thediaryofaceo.com/ajZPth
YouTube - https://link.thediaryofaceo.com/3uv9h7b

The Diary Of A CEO:
Join DOAC Circle - https://link.thediaryofaceo.com/96uXd6d
The Diary Of A CEO book - https://link.thediaryofaceo.com/CNXq8Sn
The 1% Diary: https://link.thediaryofaceo.com/4FcOH9c
Conversation Cards: https://link.thediaryofaceo.com/1wCSedh
Get email updates - https://link.thediaryofaceo.com/4nSnM18
Follow DOAC on Instagram - https://link.thediaryofaceo.com/9FNRNmI

Sponsors:
""Function Health - https://Functionhealth.com/DOAC to sign up for $365 a year. One dollar a day for your health 
LinkedIn Marketing: https://www.linkedin.com/DIARY 
Shopify - https://shopify.com/bartlett""",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-03-09T01:00:47-07:00,8814,2844788,101000,18000,,https://i.ytimg.com/vi_webp/nrwNSSyKuD4/maxresdefault.webp,https://www.youtube.com/watch?v=nrwNSSyKuD4,2026-03-17T23:52:00.815293
xwLrHUwGtJM,How to Make Easy Money in Ghana | Ama Burland,"In this raw episode of Konnected Minds, host Derrick Abaitey sits down with *Ama Burland,* the popular influencer and founder of Diya Organics who dismantles the dangerous wait until you're perfect before you post content mentality that keeps young people broke and afraid, revealing the exact moment when 10 bottles of hair oil she made for free and posted on YouTube sold out in 30 minutes after a scandal made her want to kill herself, when she struggled for two years not making money because she started with plenty orders and had to beg 20 customers when delivery services embarrassed her, when she shut down her skincare business because someone burned their face with African black soap they left on for 15 minutes instead of one minute.

00:00:00 Introduction: Meet Ama Burland
00:03:36 Growing Up: Family Background and Upbringing
00:09:57 School Days and Early Aspirations
00:17:36 The Main Character Mindset
00:21:10 Dealing with Bullying and Online Hate
00:32:00 Starting the Content Creation Journey
00:34:06 Birth of DL Organics: From Viral Moment to Business
00:51:49 Building a Business: Challenges and Growth
00:40:17 The Reality of Influencing: Money, Brands, and Sustainability
01:00:54 Advice for Young Entrepreneurs and Content Creators

Guest: Ama Burland
Business: https://www.shopdiyaorganics.com/shop

Host: Derrick Abaitey
IG: https://www.instagram.com/derrick.abaitey
YT: https://www.youtube.com/@DerrickAbaitey
Join Konnected Academy: https://www.triibe.io/konnected-academy

Listen to the podcast on:
Apple Podcast - http://tinyurl.com/4ttwbdxe
Spotify - http://tinyurl.com/3he8hjfp
Join this channel: /@konnectedminds
FOLLOW ► https://linktr.ee/konnectedminds

#Podcast #businesspodcast #AfricanPodcast #ghanapodcast",UCsvRFzTlxQ8QrrY-m2qbSNA,Konnected Minds Podcast,2026-03-06T08:01:24-08:00,4676,83162,3500,336,,https://i.ytimg.com/vi/xwLrHUwGtJM/maxresdefault.jpg,https://www.youtube.com/watch?v=xwLrHUwGtJM,2026-03-17T23:27:22.991462
e9dljIL4rBk,WW3 Threat Assessment: Trump Bombing Iran Makes WW3 More Likely!,"EMERGENCY ROUNDTABLE: How long will this conflict last? Ex-CIA spy Andrew Bustamante, national security journalist Annie Jacobsen, and Iran expert Benjamin Radd break down Trump’s strikes, Ayatollah Ali Khamenei’s death, nuclear risks, AI warfare, and what could happen next. 

Andrew Bustamante is a former CIA covert intelligence officer and founder of Everyday Spy, and co-author of the memoir ‘Shadow Cell: An Insider Account of America’s New Spy War’. Annie Jacobsen is a renowned nuclear war expert and Pulitzer Prize finalist and author of her bestselling book ‘Nuclear War: A Scenario’. Benjamin Radd is a Senior Fellow at the UCLA Burkle Center for International Relations, and Lecturer in Law and Politics at UCLA School of Law. 

They explain: 
◼️Who really carried out the strike on Iran
◼️How long this conflict could actually last
◼️Who takes control of Iran now
◼️Why the Strait of Hormuz closure could collapse the global economy
◼️The role of AI in planning military targets

00:00 Intro
00:01:40 What Is Really Happening With Iran And Why It’s Bigger Than It Looks
00:08:24 What This War Is Really About  And Who Actually Benefits
00:15:39 Why Attack Iran Now? The Timing That Changes Everything
00:28:48 Was This the Right Moment  Or a Dangerous Miscalculation?
00:32:45 Is This About Legacy? The Real Political Stakes Behind the Decision
00:34:59 Is the World Order Collapsing? What Replaces It If It Does
00:47:17 Which Other Regimes Could Be Next  And Why That Matters
00:57:39 Why the U.S. Still Cares About Cuba  What Most People Miss
00:58:48 Do Nuclear Weapons Guarantee Safety Or Invite Bigger Risks?
01:05:47 Are We Closer to Nuclear War Than We Think?
01:11:12 Military Manpower: Who Actually Has the Advantage?
01:12:49 How Long Can Israel Sustain This Fight And At What Cost?
01:14:09 How Does This End? The Scenarios That Could Shape the Future
01:21:26 What Sources Can You Trust in a Fog of War?
01:31:18 What Does the U.S. Think It Gains From Bombing Iran?
01:35:28 Are We Entering a Strongman, Multipolar World? What This Means
01:41:20 The Rise of Mass Surveillance Crisis or Control Strategy?
01:46:26 The Most Likely Path to Nuclear War And How It Could Happen
01:54:29 Why Is Iran Launching Missiles Everywhere, Strategy or Signal?
01:57:52 How Long Can This Conflict Drag On?
02:01:11 Will Trump Leave Office Or Does This Escalate Further?
02:03:13 What the Future Looks Like for the Average American If This Continues


Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://doac-perks.com

Follow Andrew:
Find your Spy Superpower: https://yt.everydayspy.com/4s4dXOt 
YouTube - https://link.thediaryofaceo.com/8Tv0QP1
EverydaySpy: https://link.thediaryofaceo.com/2CJoYJD 
You can purchase ‘Shadow Cell: An Insider Account of America’s New Spy War’, here: https://link.thediaryofaceo.com/4T3ZTlT 

Follow Annie:
Instagram - https://link.thediaryofaceo.com/ErFnd8L
Website - https://link.thediaryofa",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-03-04T00:00:43-08:00,8212,3271552,76000,15000,,https://i.ytimg.com/vi_webp/e9dljIL4rBk/maxresdefault.webp,https://www.youtube.com/watch?v=e9dljIL4rBk,2026-03-17T23:52:23.944045
t38LbMVoPCs,"Top Intelligence Advisor: “Epstein Was A Front.” They Can See Everything, Even Your Messages!","World-renowned security expert Gavin de Becker reveals how governments read your messages, why Jeffrey Epstein was a construct, secrets from White House and CIA protection, and how to trust your gut and stay safe in a digital world!

Gavin de Becker is a security and violence prevention expert with over 50 years of experience, and founder of Gavin de Becker & Associates. He is widely considered to be the leading expert on anti-assassination strategies, and is a best-selling author whose books on the prevention of violence are published in 30-language. 

He explains:
◼️How to use fear to predict physical violence
◼️Why AI is the ultimate tool for government mass surveillance
◼️The J-A-C-A framework for identifying if someone will become violent
◼️Why your phone is never safe from government-level hacking
◼️The critical difference between true fear and basic anxiety

00:00 Intro
03:14 What Do I Actually Do — And Who Calls Me When Everything Falls Apart?
04:31 Why High-Profile Clients Seek Me Out (And What That Says About Power)
06:04 The Real Story Behind The Jeff Bezos Hack — What Most People Missed
12:59 The Epstein Files: What They Reveal — And Why It Matters
20:39 Was Epstein A Spy? The Question No One Wants To Answer
23:05 The Hidden Cameras In Epstein’s Home — What Were They Really For?
24:19 How Secret Recordings Could Be Weaponized By A Foreign Adversary
26:49 Why Would Epstein Court Podcast Hosts? What Was The Endgame?
29:03 The Unreleased Epstein Files — What Could Still Be Hidden?
31:22 Why Governments Lie — And What They’re Trying To Protect
34:33 How My View Of Reality Differs From The One Most People Accept
40:18 Are We Being Pushed To Fight Each Other? Who Benefits From Division?
42:41 What Happens If Society Declines — And How Close Are We?
48:15 Ads
50:26 Did They Have Today’s Technology Decades Ago? What This Means
53:01 Why You Must Follow Your Intuition — Before It’s Too Late
58:40 Why We Ignore Our Gut Instincts (And The Cost Of Doing So)
1:02:46 How To Heal Childhood Wounds — And Break The Hidden Patterns
1:11:00 Ads
1:12:47 What’s Real And What’s Not? How To Think Clearly In A Distorted World
1:16:45 Why Trust In Big Institutions Is Collapsing — And What Comes Next
1:21:08 The Dark Side Of Big Companies — What They Don’t Want You To See
1:24:05 How To Live A Fulfilling Life In Uncertain Times
1:33:58 Why The Gift Of Fear Struck A Nerve — And Why It Still Matters
1:36:50 Where Purpose Comes From — And How To Find Meaning In Chaos

Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://doac-perks.com

Independent Research: https://stevenbartlett.com/wp-content/uploads/2026/03/DOAC-Gavin-de-Becker-Independent-Research-Further-Reading.pdf

Follow Gavin:
Website - https://link.thediaryofaceo.com/1wkYrYW

You can purchase Gavin’s book, ‘The Gift of Fear: Survival Signals That Protect Us from Violence’, here: https://link.thediaryofaceo.com/DDQWNis 

The Diary Of A CEO:
◼️",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-03-02T00:00:57-08:00,6288,2267339,76000,6600,,https://i.ytimg.com/vi_webp/t38LbMVoPCs/maxresdefault.webp,https://www.youtube.com/watch?v=t38LbMVoPCs,2026-03-17T23:52:47.888786
cpOlNdXQlxY,"""I Lost £400,000 In One Day""  - The Truth About Building Million Dollar Company - Akwaaba UK","In this raw episode of Konnected Minds, host Derrick Abaitey sits down with *Dennis Tawiah* - the man behind Akwaaba UK, Miss Ghana UK, and the architect who made it fashionable for Ghanaians in the diaspora to come home every December, revealing the exact moment when four young Ghanaian boys pooled their sound equipment together to become 90 Percent Hi Squad and fought establishments that turned Africans away, radio stations that refused to play African music, and a system that said ""you're not allowed"" until they became a force so undeniable that Choice FM, ACS societies at every UK university, and 4000 Ghanaians at Chinola's nightclub proved the community was ready.

00:00:00 Introduction: Meet Dennis Tawiah - The Man Behind Akwaaba UK
00:02:45 Childhood Dreams: From Ghana to the UK
00:07:32 Football Dreams Shattered: Finding a New Path
00:15:47 Birth of 90 Percent Hi Squad: Breaking Barriers
00:34:00 Fighting for African Music on Mainstream Radio
00:45:12 December in Ghana: Making It Cool to Come Home
00:57:59 Birth of Akwaaba: A New Chapter Begins
01:09:16 Ghana Party in the Park: Building a Legacy
01:20:15 Working with Legends: The Daddy Lumba Experience
01:01:23 The 400K Loss: When Weather Destroys Dreams
01:16:00 Reflections and Regrets: What Could Have Been
00:52:45 Setting the Record Straight: Recognition and Legacy

*Guest:* Dennis Tawiah 
*Company: *Akwaaba UK

Host: Derrick Abaitey
IG: https://www.instagram.com/derrick.abaitey
YT: https://www.youtube.com/@DerrickAbaitey
Join Konnected Academy: https://www.triibe.io/konnected-academy

Listen to the podcast on:
Apple Podcast - http://tinyurl.com/4ttwbdxe
Spotify - http://tinyurl.com/3he8hjfp
Join this channel: /@konnectedminds
FOLLOW ► https://linktr.ee/konnectedminds

#Podcast #businesspodcast #AfricanPodcast",UCsvRFzTlxQ8QrrY-m2qbSNA,Konnected Minds Podcast,2026-02-27T08:01:03-08:00,5358,10504,226,43,,https://i.ytimg.com/vi/cpOlNdXQlxY/maxresdefault.jpg,https://www.youtube.com/watch?v=cpOlNdXQlxY,2026-03-17T22:44:49.913362
o0jB6yttOv0,How I Made 800K on TikTok Selling Products in Ghana,"*From childhood neglect to 800K+ in sales - and the brutal truth about why starting messy, pricing for sustainability, and giving value instead of just posting products is the only way to build a business that lasts.*
In this raw episode of Konnected Minds, host Derrick Abaitey sits down with *Charity Boateng* - a social selling powerhouse who built a six-figure feminine hygiene business from scratch using Snapchat and TikTok, revealing the exact moment when she got 100+ orders in the first 24 hours by posting one product on Snapchat and paying one influencer.

*Guest:* Charity Boating
*Company:* FemLux - https://shopfemlux.com/

*Host:* Derrick Abaitey
IG: https://www.instagram.com/derrick.abaitey
YT: https://www.youtube.com/@DerrickAbaitey
Join Konnected Academy: https://www.triibe.io/konnected-academy

00:00:00 Introduction: Meet Charity Boating - Social Selling Success
00:03:30 Growing Up Without Attention: The Drive for Freedom
00:04:14 Hard Work Pays: Lessons from Farming Parents
00:20:31 The Journey to Accra: Choosing Freedom Over Family
00:23:23 From National Service to Business Idea: The Turning Point
00:27:36 First 24 Hours: Making 100+ Orders on Snapchat
00:37:09 The Power of Giving Value: Why Content Matters
00:41:18 Dealing with Doubters: Posting 800K Success on TikTok
00:42:57 From China to Ghana: Product Sourcing & FDA Approval
01:03:52 Pricing for Sustainability, Not Approval
01:08:28 Discipline Over Motivation: Final Words of Wisdom 

Listen to the podcast on:
Apple Podcast - http://tinyurl.com/4ttwbdxe
Spotify - http://tinyurl.com/3he8hjfp
Join this channel: /@konnectedminds
FOLLOW ► https://linktr.ee/konnectedminds

#Podcast #businesspodcast #AfricanPodcast",UCsvRFzTlxQ8QrrY-m2qbSNA,Konnected Minds Podcast,2026-02-20T08:01:12-08:00,4269,33173,1000,207,,https://i.ytimg.com/vi/o0jB6yttOv0/maxresdefault.jpg,https://www.youtube.com/watch?v=o0jB6yttOv0,2026-03-17T22:44:59.155844
YQPc-6pfCHI,33 Years Married: Why Money & Gender roles destroys Marriages,"In this raw episode of Konnected Minds, host Derrick Abaitey sits down with *Mama Cathy* - a relationship expert and founding president of Family Renaissance International who has been married for 33+ years and has spent 25 years helping families navigate marriage, finances, and everything in between, dismantling the dangerous ""money is the only thing that matters in marriage"".

*Guest:* Rev. Mrs. Catherine Onwioduokit
*Contact:* https://linktr.ee/catherineonwioduokit

*Host:* Derrick Abaitey
IG: https://www.instagram.com/derrick.abaitey
YT: https://www.youtube.com/@DerrickAbaitey
Join Konnected Academy: https://www.triibe.io/konnected-academy

00:00:00 Introduction: Marriage, Money & Gender Roles
00:01:27 Meet Mama Kathy: 33 Years of Marriage Wisdom
00:03:13 Early Marriage: Financial Dependency & Happiness
00:06:58 Redefining Contribution Beyond Money
00:18:48 Why Women Initiate Divorce Most
00:22:26 Should Women Support Their Husband's Business?
00:28:08 Competition vs Collaboration in Marriage
00:28:23 Subscribe Reminder
00:35:00 Understanding Your Partner's Content
00:38:51 The Truth About Pre-Marital Preparation
00:47:03 Fatherhood's Role in Raising Healthy Daughters
01:05:25 The Biblical Foundation of Marriage
01:14:31 Financial Transparency: Should Wives Reveal Their Income?
01:13:40 Second Subscribe Reminder
01:21:12 Joint Accounts vs Separate Finances
01:22:35 What Do You Bring to the Table?
01:23:57 Should Men Help With Household Chores?
01:29:32 Advice for the Younger Generation
01:30:30 What Women Value Most in Marriage
01:33:52 The Importance of Respect for Men
01:36:17 Are Marriages Getting Better or Worse?
01:37:55 The Marriage Cycle: 33 Years of Seasons
01:41:12 Closing Thoughts & Resources 
Listen to the podcast on:
Apple Podcast - http://tinyurl.com/4ttwbdxe
Spotify - http://tinyurl.com/3he8hjfp
Join this channel: /@konnectedminds
FOLLOW ► https://linktr.ee/konnectedminds

#Podcast #businesspodcast #AfricanPodcast",UCsvRFzTlxQ8QrrY-m2qbSNA,Konnected Minds Podcast,2026-02-13T08:00:59-08:00,6166,86082,2200,283,,https://i.ytimg.com/vi/YQPc-6pfCHI/maxresdefault.jpg,https://www.youtube.com/watch?v=YQPc-6pfCHI,2026-03-17T22:45:11.311369
