video_id,title,description,channel_id,channel_name,published_at,duration,view_count,like_count,comment_count,tags,thumbnail_url,post_url,scraped_at
fpETS6q1Hww,Daniel Priestley: AI Will Make Plumbers Earn More Than Lawyers! (2029 PREDICTION),"What is financial freedom? The Business Strategist Daniel Priestley on why AI makes lifestyle businesses easy.

Daniel Priestley is an award-winning serial entrepreneur and self-made multimillionaire. He is the co-founder of Dent Global and ScoreApp, and the author of several international bestsellers, including Oversubscribed and Key Person of Influence.

He explains:
▪️How to build a personal brand that survives the AI automation wave
▪️The 2029 AI financial crash prediction 
▪️Why traditional wages are disappearing in the power law economy
▪️The ""tombstone exercise"" to identify AI threats to your business
▪️The $1M hidden opportunity in AI businesses

00:00 Intro
04:03 Why The Rise Of AI And Robotics Forces Us To Redefine Our Place
10:00 The Birth Of The Interest Algorithm
16:19 Could AI Trigger The Next Financial Crash?
20:11 The 6 Entrepreneurial Skills You Must Learn To Survive The AI Era
24:16 The New AI Gold Rush: Business Opportunities Most People Are Missing
35:20 The One Human Advantage AI Still Can’t Replace
44:39 These Jobs Will Disappear Within 5 Years
47:51 Ads
50:02 What Happens To Workers When AI Replaces Their Jobs?
52:22 What’s Really Happening In The U.K. Right Now
55:07 “Market Distortions”: The Hidden Economic Effects Of AI
01:00:40 Why So Many People Are Leaving The U.K. 
01:06:21 The Bear Case For AI: What If The Future Isn’t As Bright As We Think?
01:09:25 The System Is Breaking: Why Our Economy No Longer Matches Reality
01:13:56 Should AI Wealth Fund Society?
01:16:09 Ads
01:18:05 Why Building A Personal Brand May Be The Safest Career Move Today
01:18:57 Why Everyone Should Try Entrepreneurship In The AI Economy
01:20:43 How Playing With AI Tools Today Could Change Your Future
01:23:59 Employee Vs. Entrepreneur: The Mindset That Will Define Winners
01:25:27 Why Writing Is Becoming A Superpower In The AI Age
01:28:10 The One Question That Can Change Your Career Path
01:31:34 Why Thinking Too Narrowly Could Cost You The Future
01:37:49 Is Passive Income Real - Or Just Another Internet Myth?
01:43:01 Why So Many People Lose Motivation (And How To Fight It)
01:50:35 Survivorship Bias: The Harsh Truth Behind Success Stories

Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://doac-perks.com

Follow Daniel:
Instagram - https://link.thediaryofaceo.com/15J7ORb 
YouTube - https://link.thediaryofaceo.com/3EqYLXT 
Website - https://link.thediaryofaceo.com/AcymoLQ
Scorecard - https://link.thediaryofaceo.com/VrBLNa
Score App - https://link.thediaryofaceo.com/FNab1ht

You can purchase ‘Lifestyle Business Playbook: How to Have Fun, Freedom and Fulfilment With Your Own Business’: https://link.thediaryofaceo.com/GpE0H2H

The Diary Of A CEO:
◼️Join DOAC circle here - https://doaccircle.com/ 
◼️Buy The Diary Of A CEO book here - https://smarturl.it/DOACbook 
◼️The 1% Diary is back - limited time only: https://bit.ly/3YFbJbt 
◼️The Diary Of A CEO Conversation Cards (Second Edit",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-03-16T01:00:47-07:00,7356,887327,20000,3600,,https://i.ytimg.com/vi_webp/fpETS6q1Hww/maxresdefault.webp,https://www.youtube.com/watch?v=fpETS6q1Hww,2026-03-17T23:57:25.349499
NB2E87Hm6Z0,The Secret to Happiness Nobody Talks About || Masterminds Podcast EP53,"Download Achieve By Petra – https://app.theachieveproject.com/PSL0001000

Everyone is chasing happiness. Very few people understand where it actually comes from.

In this solo episode of the Masterminds Podcast, Richie Mensah breaks down one of the most powerful and most overlooked mindset tools available to every single person, gratitude. Not the surface-level version, but the kind that rewires your brain, transforms your relationship with pain, and shifts the lens through which you see your entire life. Backed by neuroscience and brought to life through the remarkable story of William Kamkwamba, the boy from Malawi who built a windmill out of scrap metal and lit up his village, this episode will change the way you see what you already have.

In this episode, you'll learn:

Why gratitude isn't about ignoring pain, it's about transforming it
The neuroscience behind gratitude and how it physically rewires your brain
Why your brain cannot tell the difference between a real moment and a remembered one
How to use your past memories to create happiness in the present
Why you need to be grateful for the struggle, not just the good times
How to build a gratitude journaling practice that actually works
The story of William Kamkwamba and what it teaches us about focusing on what you have

Chapters
00:00 – Intro
01:56 – What Gratitude Really Is
03:37 – Pain Is Louder Than Pleasure
05:01 – Be Grateful for the Pain
06:33 – The Neuroscience of Gratitude
08:11 – You Choose Your Past
09:07 – How to Build a Gratitude Practice
10:25 – William Kamkwamba: The Boy Who Harnessed the Wind
12:22 – Change What You See, Not What You Have",UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-03-15T02:00:29-07:00,806,881,66,12,,https://i.ytimg.com/vi_webp/NB2E87Hm6Z0/maxresdefault.webp,https://www.youtube.com/watch?v=NB2E87Hm6Z0,2026-03-18T00:23:59.110455
J52vmTBpqBs,The farmer's son became a Millionaire in Africa using 'The Shark Mentality',"From the dangerous mindset that no one is coming to save you to the revolutionary truth that when you realize at age 12 or 13 that your entire family is waiting for someone else to rescue them you get an awakening that changes everything, and why the brutal truth about becoming a millionaire at 25 and losing it all by 27 is that the first thing that comes to an average Ghanaian person's mind when given an opportunity in business is steal. A deep conversation about the mindset of success with Christian Amoh

00:00:00 Introduction: Meet Christian Zen Amo
00:03:17 The Awakening: Realizing No One Is Coming to Save You
00:10:42 Learning from Grandma: The Entrepreneurial Foundation
00:14:27 The Missionary Years: Finding Purpose and Building Skills
00:21:28 First Million: Breaking Into International Trade
00:28:20 The Rice Business Dream and Devastating Loss
00:33:45 The Dishonesty Problem: Why Ghanaian Entrepreneurs Struggle
00:38:12 Rising from the Ashes: The Comeback Strategy
00:43:49 The Rice Cartel: Understanding Ghana's Import Economy
00:48:28 Predatory Pricing and Market Competition
00:50:46 The Import vs Local Production Debate
00:55:12 Advice for Those Who Feel Stuck
00:57:35 The Shark Philosophy: Becoming Valuable to Winners
01:01:44 Final Wisdom: Discipline Over Motivation

Guest: Christian Zen Amoh
Company - Ohemaa Rice

Host: Derrick Abaitey
IG: https://www.instagram.com/derrick.abaitey
YT: https://www.youtube.com/@DerrickAbaitey
Join Konnected Academy: https://www.triibe.io/konnected-academy

Listen to the podcast on:
Apple Podcast - http://tinyurl.com/4ttwbdxe
Spotify - http://tinyurl.com/3he8hjfp
Join this channel: /@konnectedminds
FOLLOW ► https://linktr.ee/konnectedminds

#Podcast #businesspodcast #AfricanPodcast",UCsvRFzTlxQ8QrrY-m2qbSNA,Konnected Minds Podcast,2026-03-13T09:00:38-07:00,3844,38106,1000,125,,https://i.ytimg.com/vi/J52vmTBpqBs/maxresdefault.jpg,https://www.youtube.com/watch?v=J52vmTBpqBs,2026-03-17T23:21:06.020619
L9NiBitXKdQ,Timbuktu: The African University That Shocked the World || Untold Africa,"For centuries, the world was told that Africa had no history, no scholarship, no intellectual tradition.

But in the heart of the Sahara, a city called Timbuktu was home to one of the greatest centers of learning in the world.

At its height between the 14th and 16th centuries, Timbuktu housed thousands of scholars and an estimated hundreds of thousands of manuscripts covering astronomy, mathematics, medicine, law, and theology.

This is the story of Sankoré University, the manuscript families who preserved knowledge through invasion, and the intellectual empire that history almost forgot.

Untold Africa is a Masterminds original documentary series exploring the powerful stories history left behind.

Welcome to Untold Africa.

References

• Hunwick, John O. Timbuktu and the Songhay Empire (Brill, 1999)
• Jeppie, Shamil & Diagne, Souleymane Bachir (eds.). The Meanings of Timbuktu (HSRC Press, 2008)
• National Geographic, “Saving Timbuktu’s Ancient Manuscripts”
• The Ahmed Baba Institute of Higher Islamic Studies and Research (Timbuktu)
• UNESCO World Heritage Centre – Timbuktu
• Hall, Bruce S. A History of Race in Muslim West Africa, 1600–1960
• Saad, Elias N. Social History of Timbuktu (Cambridge University Press)",UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-03-13T02:00:35-07:00,279,254,26,4,,https://i.ytimg.com/vi/L9NiBitXKdQ/maxresdefault.jpg,https://www.youtube.com/watch?v=L9NiBitXKdQ,2026-03-18T00:24:03.728031
xcXfcXJvMXg,The Iran War Expert: I Simulated The Iran War for 20 Years. Here’s What Happens Next,"White House war advisor ROBERT PAPE reveals why Trump is trapped in a war with Iran, the risk of a nuclear breakout, the role of China in the conflict, and how the US is losing control of the Middle East.

Robert Pape is a renowned political scientist and director of the Chicago Project on Security and Threats. He has advised every White House since 9/11 on military strategy and is the author of Bombing to Win: Air Power and Coercion in War.

He explains:
▪️The 3 stages of the escalation trap locking the US into war
▪️Why precision smart bombs trick leaders into strategic failure
▪️The hidden reality of Iran's 400kg enriched uranium stockpile
▪️How killing the Supreme Leader made the Iranian regime more resilient
▪️The pattern that connects Vietnam, Afghanistan, Iraq and Iran

00:00 Intro
01:58 What’s Really Happening In The World Right Now 
04:04 I’ve Worked With The White House For The Last 20 Years
08:59 What Really Happened When The U.S. Bombed Iran’s Nuclear Sites
12:00 Does Removing A Leader Actually End A Regime - Or Backfire?
16:08 Iran’s New Supreme Leader May Be Even More Hostile To The U.S.
26:07 The Escalation Scenario Few People Are Talking About
41:15 Ads
43:14 What The Next U.S.–Iran War Could Actually Look Like
47:34 What Happens If The U.S. Hadn’t Bombed Iran - Would War Be Worse?
52:09 Does Trump Really Influence Netanyahu’s Decisions?
54:05 Are Trump’s Global Decisions Driven By Legacy?
01:04:33 Could The World Be Heading Toward Another Genocide?
01:05:54 What Happens After “Stage 3”?
01:07:17 Ads
01:12:14 China’s Quiet Strategy For Global Dominance
01:13:18 Is America’s Superpower Era Ending And Is China Next?
01:16:32 Why China May Benefit From A U.S. Conflict With Iran
01:22:54 The Real Long-Term Prize The U.S. Is Fighting For 

Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://doac-perks.com

Follow Robert:
X - https://x.com/ProfessorPape
LinkedIn - https://www.linkedin.com/in/robert-pape/
Substack - https://substack.com/@professorrobertpape

The Diary Of A CEO:
▪️Join DOAC circle here - https://doaccircle.com/ 
▪️Buy The Diary Of A CEO book here - https://smarturl.it/DOACbook 
▪️The 1% Diary is back - limited time only: https://bit.ly/3YFbJbt 
▪️The Diary Of A CEO Conversation Cards (Second Edition): https://g2ul0.app.link/f31dsUttKKb 
▪️Get email updates - https://bit.ly/diary-of-a-ceo-yt 
▪️Follow Steven - https://g2ul0.app.link/gnGqL4IsKKb 

Sponsors:
Stan - https://coach.stan.store/?ref=stevenbartlett&utm_source=youtube&utm_medium=podcast&utm_campaign=episode1
Fiverr - https://fiverr.com/diary and get 10% off your first order when you use code DIARY
Wispr - Get 14 days of Wispr Flow for free at https://wisprflow.ai/steven",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-03-12T01:00:59-07:00,5338,4948787,123000,18000,,https://i.ytimg.com/vi_webp/xcXfcXJvMXg/maxresdefault.webp,https://www.youtube.com/watch?v=xcXfcXJvMXg,2026-03-17T23:57:46.930605
ivIFNrbCOh8,"After 15, You Only Look Like Your Choices : Dr. Mzamo Masito || Masterminds Podcast EP52","Download Achieve By Petra – https://app.theachieveproject.com/PSL0001000

Most people spend their lives blaming circumstances, systems, and other people for where they are. But at some point, the circumstances stop being the reason. Your choices take over.

In this episode of the Masterminds Podcast, Richie Mensah sits down with Dr. Mzamo Masito — global marketing leader, African thinker, and former senior executive at Canva, Google Africa, Vodacom, and Unilever — for one of the most expansive conversations the show has ever hosted. Dr. Mzamo breaks down the three tools that redirected his entire life: financial discipline, a personal life plan, and a personal brand key. He challenges the myth that passion is enough, unpacks why boys and men are falling behind across Africa, and makes a compelling case for why African unity must start at home before it can scale across the continent. This is a conversation about identity, courage, choices, and what it truly means to build a life of excellence as an African in the world today.

In this episode, you'll learn:

Why after a certain age, your life reflects your choices — not your background
The three tools a Unilever CEO gave Dr. Mzamo that changed his career trajectory
Why being weak with money means being weak with decisions
How to build a personal brand key that guides every major life decision
Why ""follow your passion"" is the wrong advice for people who grew up poor
The crisis of boys and men across Africa — and why it matters for everyone
Why Pan-Africanism must start with fixing your own home first
How African history holds the key to African self-belief and excellence
Chapters

00:00 – Intro 
01:29 – The Meaning Behind the Name: Life Is to Try 
09:02 – Your Choices Determine Your Life After 15 
13:25 – The Three Tools: Budget, Life Plan and Brand Key 
18:22 – Weak With Money, Weak With Decisions 
25:45 – Comfort Zone vs. Terror Zone 
33:17 – The Crisis of Boys and Men in Africa 
44:08 – The Gender Divide Is Divide and Conquer 
54:46 – African Identity and Mental Decolonisation 
01:04:08 – Fix Your Home First: Pan-Africanism Starts Local",UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-03-11T02:01:04-07:00,5220,2807,94,11,,https://i.ytimg.com/vi_webp/ivIFNrbCOh8/maxresdefault.webp,https://www.youtube.com/watch?v=ivIFNrbCOh8,2026-03-18T00:24:08.516924
nrwNSSyKuD4,"No.1 Christianity Expert, Wesley Huff: Here Is The Proof That Christianity Is True!","Bible sales are soaring. Christian Faith Defender Wesley Huff on why the West is rediscovering Jesus.

Wesley Huff is a PhD candidate and leading Christian apologist specialising in the historical accuracy of ancient Biblical texts. He serves as the Director of Central Canada for Apologetics Canada and is the host of a YouTube channel dedicated to the science of faith.

He explains:
Why Christianity and interest in the Bible are rising again
Why New Atheism may have left a generation in a meaning crisis
How to think about suffering if God is loving
Why humans seem wired to worship something
How faith and evidence can be explored together

00:00 Intro
02:21 Why Religious Belief Is Suddenly Surging Again
06:25 The Hidden Debate: Atheism vs. Faith Movement
08:33 Why Humans Aren’t Meant to Live Alone 
15:09 Is the Bible Historically Credible?
20:02 The Biggest Misunderstandings People Have About the Bible
31:16 Who Actually Witnessed the Resurrection 
35:58 Were the Stories of Jesus Invented? 
41:37 If God Exists, Why Does Suffering Exist? 
01:01:10 Why Evolution Alone May Not Answer the Biggest Questions About Our Origins
01:11:24 Is Heaven the Point of the Bible - Or Is It Something Else Entirely?
01:12:58 Do Animals Have Souls?
01:18:31 If You Sin, Are You Automatically Going to Hell?
01:38:55 Does Your Religion Depend on Where You Were Born? 
01:41:12 Does Prayer Actually Work?
01:44:26 Religion vs. A.I. - Could Technology Challenge Faith?
01:52:31 Why Young People Around the World Are Facing a Crisis of Meaning
01:59:30 A Message for Anyone Feeling Lost or Without Purpose
02:05:41 Why Questioning Christianity Has Changed in the Last Decade
02:07:01 How A.I. Could Transform the Future of Religion
02:12:18 From Paralyzed Child to Apologist 
02:16:36 The Supernatural - Can People Really Speak to the Dead?

Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://link.thediaryofaceo.com/4cu0HtZ

Follow Wesley:
Instagram - https://link.thediaryofaceo.com/7w6EJYB
X - https://link.thediaryofaceo.com/ajZPth
YouTube - https://link.thediaryofaceo.com/3uv9h7b

The Diary Of A CEO:
Join DOAC Circle - https://link.thediaryofaceo.com/96uXd6d
The Diary Of A CEO book - https://link.thediaryofaceo.com/CNXq8Sn
The 1% Diary: https://link.thediaryofaceo.com/4FcOH9c
Conversation Cards: https://link.thediaryofaceo.com/1wCSedh
Get email updates - https://link.thediaryofaceo.com/4nSnM18
Follow DOAC on Instagram - https://link.thediaryofaceo.com/9FNRNmI

Sponsors:
""Function Health - https://Functionhealth.com/DOAC to sign up for $365 a year. One dollar a day for your health 
LinkedIn Marketing: https://www.linkedin.com/DIARY 
Shopify - https://shopify.com/bartlett""",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-03-09T01:00:47-07:00,8814,2845063,101000,18000,,https://i.ytimg.com/vi_webp/nrwNSSyKuD4/maxresdefault.webp,https://www.youtube.com/watch?v=nrwNSSyKuD4,2026-03-17T23:58:10.596266
Ho1fj5N1jJA,Three Skills Every Wealthy Person Has Mastered || Masterminds Podcast EP51,"Download Achieve By Petra – https://app.theachieveproject.com/PSL0001000

Most people spend their entire lives trying to make more money, never realizing that making money is only the first of three skills required to build real wealth. The second and third skills are where most people fall apart — and nobody ever taught them to us.

In this solo episode of the Masterminds Podcast, Richie Mensah breaks down the three skills every wealthy person has mastered: making money, managing money, and growing money. Each skill demands a different version of you — and until you understand that, no amount of income will build lasting wealth. From the 50/30/20 rule to the psychology behind emotional spending, lifestyle inflation, and the power of an emergency fund, this episode is a complete framework for taking control of your financial life starting today.

In this episode, you'll learn:

The three distinct skills required to build wealth — and why each needs a different mindset
How the 50/30/20 rule works and why your needs must fit within half your income
Why most spending decisions are emotional, not logical
The filter you should apply before every purchase
Why lifestyle inflation is one of the surest ways to stay poor
How to build an emergency fund that earns interest and stays accessible
Why tracking your expenses is the first step to changing your relationship with money
Chapters

00:00 – Intro 
02:17 – The Three Skills of Wealth 
03:23 – The 50/30/20 Rule Explained 
08:12 – The Psychology of Money 
10:12 – The Spending Filter 
13:14 – Lifestyle Inflation 
16:15 – Building an Emergency Fund 
18:57 – Expense Tracking 
20:35 – Summary and Closing",UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-03-08T01:00:20-08:00,1282,2864,150,25,,https://i.ytimg.com/vi_webp/Ho1fj5N1jJA/maxresdefault.webp,https://www.youtube.com/watch?v=Ho1fj5N1jJA,2026-03-18T00:24:13.357361
xwLrHUwGtJM,How to Make Easy Money in Ghana | Ama Burland,"In this raw episode of Konnected Minds, host Derrick Abaitey sits down with *Ama Burland,* the popular influencer and founder of Diya Organics who dismantles the dangerous wait until you're perfect before you post content mentality that keeps young people broke and afraid, revealing the exact moment when 10 bottles of hair oil she made for free and posted on YouTube sold out in 30 minutes after a scandal made her want to kill herself, when she struggled for two years not making money because she started with plenty orders and had to beg 20 customers when delivery services embarrassed her, when she shut down her skincare business because someone burned their face with African black soap they left on for 15 minutes instead of one minute.

00:00:00 Introduction: Meet Ama Burland
00:03:36 Growing Up: Family Background and Upbringing
00:09:57 School Days and Early Aspirations
00:17:36 The Main Character Mindset
00:21:10 Dealing with Bullying and Online Hate
00:32:00 Starting the Content Creation Journey
00:34:06 Birth of DL Organics: From Viral Moment to Business
00:51:49 Building a Business: Challenges and Growth
00:40:17 The Reality of Influencing: Money, Brands, and Sustainability
01:00:54 Advice for Young Entrepreneurs and Content Creators

Guest: Ama Burland
Business: https://www.shopdiyaorganics.com/shop

Host: Derrick Abaitey
IG: https://www.instagram.com/derrick.abaitey
YT: https://www.youtube.com/@DerrickAbaitey
Join Konnected Academy: https://www.triibe.io/konnected-academy

Listen to the podcast on:
Apple Podcast - http://tinyurl.com/4ttwbdxe
Spotify - http://tinyurl.com/3he8hjfp
Join this channel: /@konnectedminds
FOLLOW ► https://linktr.ee/konnectedminds

#Podcast #businesspodcast #AfricanPodcast #ghanapodcast",UCsvRFzTlxQ8QrrY-m2qbSNA,Konnected Minds Podcast,2026-03-06T08:01:24-08:00,4676,83162,3500,336,,https://i.ytimg.com/vi/xwLrHUwGtJM/maxresdefault.jpg,https://www.youtube.com/watch?v=xwLrHUwGtJM,2026-03-17T23:27:22.991462
sT2dKZJXKhU,The Man Who Dared to Unite Africa - Kwame Nkrumah || Untold Africa,"In 1957, Ghana became the first sub-Saharan African nation to gain independence.

But for Kwame Nkrumah, independence was only the beginning.

He dreamed of something far bigger,  a United States of Africa.
One flag. One army. One destiny.

In this episode of Untold Africa, we explore the rise, triumph, vision, and controversial fall of the man who dared to imagine a united continent, and nearly made it happen.

From Nkroful to America.
From prison to presidency.
From independence to exile.

Kwame Nkrumah reshaped African history, and shook the foundations of empire.

Untold Africa is a Masterminds original series uncovering the powerful stories history left behind.

Africa is not the story they told us.
It’s the story we forgot to tell ourselves.

🔎 Sources & References

Kwame Nkrumah, Africa Must Unite (1963)
Kwame Nkrumah, Neo-Colonialism: The Last Stage of Imperialism (1965)
Ama Biney, The Political and Social Thought of Kwame Nkrumah
Jeffrey S. Ahlman, Living with Nkrumahism
Richard Rathbone, Nkrumah and the Chiefs
Ghana National Archives – Independence Records
U.S. Declassified Documents on the 1966 Coup

#UntoldAfrica #Masterminds #KwameNkrumah #PanAfricanism #GhanaHistory #AfricanHistory",UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-03-06T01:01:32-08:00,339,405,41,8,,https://i.ytimg.com/vi/sT2dKZJXKhU/maxresdefault.jpg,https://www.youtube.com/watch?v=sT2dKZJXKhU,2026-03-18T00:24:18.311270
