id,video_id,author_name,author_username,description,timestamp,likes,comments_count,shares,views,bookmarks,video_url,music_title,hashtags,source,scraped_at
1,7615599183633976583,eddyspizzaofficial,eddyspizzaofficial,"🔥🍕 BUY & GET ONE FREE 🍕🔥

eddyspizzaofficial

3d ago",,1634,18,59,0,129,https://www.tiktok.com/@eddyspizzaofficial/video/7615599183633976583,,,search,2026-03-14T16:21:06.648512
2,7605278593505152274,eddyspizzaofficial,eddyspizzaofficial,"🔥🍕 BUY & GET ONE FREE! 🍕🔥

eddyspizzaofficial

2-10",,5973,41,120,0,441,https://www.tiktok.com/@eddyspizzaofficial/video/7605278593505152274,,,search,2026-03-14T16:21:21.712009
3,7603865373133327636,kofi4l,kofi4l,"Reminder:buy one and get one free on Tuesdays and Wednesdays😊 you can take a screenshot of their menu too guys#eddyspizza#pizzadate#goviral#friendshipcatchup#ghanagist🇬🇭@EDDYS PIZZA🍕 @Lifeofpeters ♣️ @𝓜𝓈 𝒥𝒶𝓎 💓

kofi4l

2-6",,461,72,42,461,16,https://www.tiktok.com/@kofi4l/video/7603865373133327636,,#eddyspizza #pizzadate #goviral #friendshipcatchup #ghanagist,search,2026-03-14T16:04:38.185255
4,7575731726064815416,maamekuaaa,maamekuaaa,"BEST PIZZA PLACE IN GHANA😝

maamekuaaa

2025-11-22",,0,0,0,60,0,https://www.tiktok.com/@maamekuaaa/video/7575731726064815416,,,search,2026-03-14T12:36:24.138680
5,7354111040881167621,tnk_collections,tnk_collections,"Eddys Pizza 🍕 Ghana 🇬🇭 🤩💗💓❤ #likkewives #reaction #tnk_collections #usa #tiktok #fyp #foryoupage #richwife #VIRAL #canada #fun #uk #Abuja #lagoswives #ghanatiktok🇬🇭

tnk_collections

2024-4-4",,42,2,1,42,2,https://www.tiktok.com/@tnk_collections/video/7354111040881167621,,#likkewives #reaction #tnk_collections #usa #tiktok #fyp #foryoupage #richwife #VIRAL #canada #fun #uk #Abuja #lagoswives #ghanatiktok,search,2026-03-14T16:05:21.654828
6,7588531595271736632,tasha_ahinaks,tasha_ahinaks,"The best place to make memories is @EDDYS PIZZA🍕

tasha_ahinaks

2025-12-27",,142,16,14,142,3,https://www.tiktok.com/@tasha_ahinaks/video/7588531595271736632,,,search,2026-03-14T16:05:35.788423
7,7553213957956259083,eddyspizzaofficial,eddyspizzaofficial,"🔥🍕 BUY & GET ONE FREE! 🍕🔥

eddyspizzaofficial

2025-9-23",,1453,13,59,0,98,https://www.tiktok.com/@eddyspizzaofficial/video/7553213957956259083,,,search,2026-03-14T16:22:05.053497
8,7582412587417996600,btc2244,btc2244,"#CapCut @💗Just.Eyram🎀🧸 @LAMAR 🍀👨‍💻 @_drai🥷🏀 @💚BõRñ💚RîCh😍💕 @📿✨ℝ𝕥-𝔹𝕒𝕟𝕒𝕓𝕒𝕤💸🪄♣️ @•||Rock master||•🥷 #Eddie’s Pizza

btc2244

2025-12-10",,0,0,0,120,0,https://www.tiktok.com/@btc2244/video/7582412587417996600,,#CapCut #Eddie,search,2026-03-14T09:13:04.434326
9,7569689329623158072,addespizzaandfoodmasters,addespizzaandfoodmasters,"#addespizzaandcakecity #techiman #restaurant #ghanatiktok🇬🇭 @🕊️ 𝓝𝓪𝓷𝓪 𝔂𝓪𝔀 🫧💕✝️ @💕🫧𝓜𝓲𝓼𝓼_𝓛𝓪𝓾𝓻𝓮𝓷🦋🌸 @Ms. Twenewaa💦🥺💕🎀 @…cee🌚💫💎 @Mr.Israel🕊️ @Content _👑🦩|Gurl

addespizzaandfoodmasters

2025-11-6",,0,0,0,815,0,https://www.tiktok.com/@addespizzaandfoodmasters/video/7569689329623158072,,#addespizzaandcakecity #techiman #restaurant #ghanatiktok,search,2026-03-13T21:10:05.202295
10,7613709128288029973,addespizzaandfoodmasters,addespizzaandfoodmasters,"🇬🇭 Independence Day Special + Birthday Celebration! 🎉

addespizzaandfoodmasters

3-5",,0,0,0,50,0,https://www.tiktok.com/@addespizzaandfoodmasters/video/7613709128288029973,,,search,2026-03-13T21:10:05.202993
11,7605310292700056840,lifecreateewurabackeup,lifecreateewurabackeup,"From the 10th to the 15th of the month of love, buy a double-size pizza and get two 0.5-litre bottles of Coke for free, Available at any of our branches💕

lifecreateewurabackeup

2-10",,0,0,0,19400,0,https://www.tiktok.com/@lifecreateewurabackeup/video/7605310292700056840,,,search,2026-03-14T09:13:04.433448
12,7576725349493476664,mzzyayra,mzzyayra,"This Pizza from @Dennis Pizza & Shawarma taste great! I love it 👌🎯

mzzyayra

2025-11-25",,0,0,0,1054,0,https://www.tiktok.com/@mzzyayra/video/7576725349493476664,,,search,2026-03-13T21:10:05.205350
13,7615711690566503701,judyyawa1,judyyawa1,"Dm @Jus Pizza Ghana to place you order #pizza #ucc #relatablecontent #viraltiktok #fypシ゚viral

judyyawa1

3d ago",,0,0,0,1389,0,https://www.tiktok.com/@judyyawa1/video/7615711690566503701,,#pizza #ucc #relatablecontent #viraltiktok #fypシ,search,2026-03-14T09:13:04.433897
14,7120710259852758278,manye_korngo,manye_korngo,"Tried and approved pizza in Terbibianor-Teshie. Shes rinning promo till july ending. Call +233 54 942 9354 to place an order! Delivery nationwide #pizza #ghana #roamaccrawithkorngo #foodtiktok #foodblogger

manye_korngo

2022-7-15",,0,0,0,67,0,https://www.tiktok.com/@manye_korngo/video/7120710259852758278,,#pizza #ghana #roamaccrawithkorngo #foodtiktok #foodblogger,search,2026-03-14T09:13:04.436871
15,7533143441056845112,pizzainnghana,pizzainnghana,"Flash Sale Friday is here! Grab a large premium pizza for just 75 cedis. Order online or visit any of our branches today!

pizzainnghana

2025-7-31",,0,0,0,6517,0,https://www.tiktok.com/@pizzainnghana/video/7533143441056845112,,,search,2026-03-13T21:10:05.207690
16,7615786776719920404,jamsedy,jamsedy,"Promo is valid for all meatza purchases till the 12th of march.Buy your desired size from@PizzamanChickenMan and get one for FREEE🤭

jamsedy

3d ago",,0,0,0,287,0,https://www.tiktok.com/@jamsedy/video/7615786776719920404,,,search,2026-03-13T21:10:05.208369
18,7594835804220886328,eddyspizzaofficial,eddyspizzaofficial,,,110,10,7,0,15,https://www.tiktok.com/@eddyspizzaofficial/video/7594835804220886328,,,hashtag_eddyspizza,2026-03-14T16:06:34.236902
20,7607824242725408018,eddyspizzaofficial,eddyspizzaofficial,,,1974,14,20,0,132,https://www.tiktok.com/@eddyspizzaofficial/video/7607824242725408018,,,hashtag_eddyspizza,2026-03-14T16:21:36.139597
21,7610379230672620808,eddyspizzaofficial,eddyspizzaofficial,,,535,11,47,0,49,https://www.tiktok.com/@eddyspizzaofficial/video/7610379230672620808,,,hashtag_eddyspizza,2026-03-14T16:26:19.098371
22,7519579354662276408,eddyspizzaofficial,eddyspizzaofficial,,,785,9,4,0,52,https://www.tiktok.com/@eddyspizzaofficial/video/7519579354662276408,,,hashtag_eddyspizza,2026-03-14T16:26:04.050542
23,7517682944627068166,eddyspizzaofficial,eddyspizzaofficial,,,129,5,1,0,6,https://www.tiktok.com/@eddyspizzaofficial/video/7517682944627068166,original sound - EDDYS PIZZA🍕,,hashtag_eddyspizza,2026-03-14T16:22:19.247641
24,7568848759497461048,eddyspizzaofficial,eddyspizzaofficial,,,974,15,24,0,57,https://www.tiktok.com/@eddyspizzaofficial/video/7568848759497461048,,,hashtag_eddyspizza,2026-03-14T16:22:48.315188
25,7581862443052207372,eddyspizzaofficial,eddyspizzaofficial,,,993,14,75,0,130,https://www.tiktok.com/@eddyspizzaofficial/video/7581862443052207372,original sound - EDDYS PIZZA🍕,,hashtag_eddyspizza,2026-03-14T16:07:31.712427
26,7542887416638573880,eddyspizzaofficial,eddyspizzaofficial,,,1964,35,63,0,129,https://www.tiktok.com/@eddyspizzaofficial/video/7542887416638573880,,,hashtag_eddyspizza,2026-03-14T16:23:02.785691
27,7526718848117116216,eddyspizzaofficial,eddyspizzaofficial,,,5582,17,52,0,163,https://www.tiktok.com/@eddyspizzaofficial/video/7526718848117116216,,,hashtag_eddyspizza,2026-03-14T16:25:33.010011
28,7584475045813062924,eddyspizzaofficial,eddyspizzaofficial,,,251,4,8,0,14,https://www.tiktok.com/@eddyspizzaofficial/video/7584475045813062924,,,hashtag_eddyspizza,2026-03-14T16:23:41.353110
29,7591223296004214072,eddyspizzaofficial,eddyspizzaofficial,,,183,8,7,0,3,https://www.tiktok.com/@eddyspizzaofficial/video/7591223296004214072,,,hashtag_eddyspizza,2026-03-14T16:24:05.520735
