id,video_id,author_name,author_username,description,timestamp,likes,comments_count,shares,views,bookmarks,video_url,music_title,hashtags,source,scraped_at
1,7615599183633976583,eddyspizzaofficial,eddyspizzaofficial,"🔥🍕 BUY & GET ONE FREE 🍕🔥

eddyspizzaofficial

3d ago",,1636,18,59,72800,130,https://www.tiktok.com/@eddyspizzaofficial/video/7615599183633976583,original sound,,search,2026-03-14T19:14:25.991006
2,7605278593505152274,eddyspizzaofficial,eddyspizzaofficial,"🔥🍕 BUY & GET ONE FREE! 🍕🔥

eddyspizzaofficial

2-10",,5973,41,120,137400,442,https://www.tiktok.com/@eddyspizzaofficial/video/7605278593505152274,original sound,,search,2026-03-14T19:14:43.838884
3,7603865373133327636,kofi4l,kofi4l,"Reminder:buy one and get one free on Tuesdays and Wednesdays😊 you can take a screenshot of their menu too guys#eddyspizza#pizzadate#goviral#friendshipcatchup#ghanagist🇬🇭@EDDYS PIZZA🍕 @Lifeofpeters ♣️ @𝓜𝓈 𝒥𝒶𝓎 💓

kofi4l

2-6",,461,72,42,461,16,https://www.tiktok.com/@kofi4l/video/7603865373133327636,,#eddyspizza #pizzadate #goviral #friendshipcatchup #ghanagist,search,2026-03-14T16:04:38.185255
4,7575731726064815416,maamekuaaa,maamekuaaa,"BEST PIZZA PLACE IN GHANA😝

maamekuaaa

2025-11-22",,0,0,0,60,0,https://www.tiktok.com/@maamekuaaa/video/7575731726064815416,,,search,2026-03-14T12:36:24.138680
5,7354111040881167621,tnk_collections,tnk_collections,"Eddys Pizza 🍕 Ghana 🇬🇭 🤩💗💓❤ #likkewives #reaction #tnk_collections #usa #tiktok #fyp #foryoupage #richwife #VIRAL #canada #fun #uk #Abuja #lagoswives #ghanatiktok🇬🇭

tnk_collections

2024-4-4",,42,2,1,42,2,https://www.tiktok.com/@tnk_collections/video/7354111040881167621,,#likkewives #reaction #tnk_collections #usa #tiktok #fyp #foryoupage #richwife #VIRAL #canada #fun #uk #Abuja #lagoswives #ghanatiktok,search,2026-03-14T16:05:21.654828
6,7588531595271736632,tasha_ahinaks,tasha_ahinaks,"The best place to make memories is @EDDYS PIZZA🍕

tasha_ahinaks

2025-12-27",,142,16,14,142,3,https://www.tiktok.com/@tasha_ahinaks/video/7588531595271736632,,,search,2026-03-14T16:05:35.788423
8,7582412587417996600,btc2244,btc2244,"#CapCut @💗Just.Eyram🎀🧸 @LAMAR 🍀👨‍💻 @_drai🥷🏀 @💚BõRñ💚RîCh😍💕 @📿✨ℝ𝕥-𝔹𝕒𝕟𝕒𝕓𝕒𝕤💸🪄♣️ @•||Rock master||•🥷 #Eddie’s Pizza

btc2244

2025-12-10",,0,0,0,120,0,https://www.tiktok.com/@btc2244/video/7582412587417996600,,#CapCut #Eddie,search,2026-03-14T09:13:04.434326
9,7569689329623158072,addespizzaandfoodmasters,addespizzaandfoodmasters,"#addespizzaandcakecity #techiman #restaurant #ghanatiktok🇬🇭 @🕊️ 𝓝𝓪𝓷𝓪 𝔂𝓪𝔀 🫧💕✝️ @💕🫧𝓜𝓲𝓼𝓼_𝓛𝓪𝓾𝓻𝓮𝓷🦋🌸 @Ms. Twenewaa💦🥺💕🎀 @…cee🌚💫💎 @Mr.Israel🕊️ @Content _👑🦩|Gurl

addespizzaandfoodmasters

2025-11-6",,0,0,0,815,0,https://www.tiktok.com/@addespizzaandfoodmasters/video/7569689329623158072,,#addespizzaandcakecity #techiman #restaurant #ghanatiktok,search,2026-03-13T21:10:05.202295
10,7613709128288029973,addespizzaandfoodmasters,addespizzaandfoodmasters,"🇬🇭 Independence Day Special + Birthday Celebration! 🎉

addespizzaandfoodmasters

3-5",,0,0,0,50,0,https://www.tiktok.com/@addespizzaandfoodmasters/video/7613709128288029973,,,search,2026-03-13T21:10:05.202993
11,7605310292700056840,lifecreateewurabackeup,lifecreateewurabackeup,"From the 10th to the 15th of the month of love, buy a double-size pizza and get two 0.5-litre bottles of Coke for free, Available at any of our branches💕

lifecreateewurabackeup

2-10",,0,0,0,19400,0,https://www.tiktok.com/@lifecreateewurabackeup/video/7605310292700056840,,,search,2026-03-14T09:13:04.433448
12,7576725349493476664,mzzyayra,mzzyayra,"This Pizza from @Dennis Pizza & Shawarma taste great! I love it 👌🎯

mzzyayra

2025-11-25",,0,0,0,1054,0,https://www.tiktok.com/@mzzyayra/video/7576725349493476664,,,search,2026-03-13T21:10:05.205350
13,7615711690566503701,judyyawa1,judyyawa1,"Dm @Jus Pizza Ghana to place you order #pizza #ucc #relatablecontent #viraltiktok #fypシ゚viral

judyyawa1

3d ago",,0,0,0,1389,0,https://www.tiktok.com/@judyyawa1/video/7615711690566503701,,#pizza #ucc #relatablecontent #viraltiktok #fypシ,search,2026-03-14T09:13:04.433897
14,7120710259852758278,manye_korngo,manye_korngo,"Tried and approved pizza in Terbibianor-Teshie. Shes rinning promo till july ending. Call +233 54 942 9354 to place an order! Delivery nationwide #pizza #ghana #roamaccrawithkorngo #foodtiktok #foodblogger

manye_korngo

2022-7-15",,0,0,0,67,0,https://www.tiktok.com/@manye_korngo/video/7120710259852758278,,#pizza #ghana #roamaccrawithkorngo #foodtiktok #foodblogger,search,2026-03-14T09:13:04.436871
15,7533143441056845112,pizzainnghana,pizzainnghana,"Flash Sale Friday is here! Grab a large premium pizza for just 75 cedis. Order online or visit any of our branches today!

pizzainnghana

2025-7-31",,0,0,0,6517,0,https://www.tiktok.com/@pizzainnghana/video/7533143441056845112,,,search,2026-03-13T21:10:05.207690
