id,video_id,author_name,author_username,description,timestamp,likes,comments_count,shares,views,bookmarks,video_url,music_title,hashtags,source,scraped_at
1,7615599183633976583,eddyspizzaofficial,eddyspizzaofficial,"🔥🍕 BUY & GET ONE FREE 🍕🔥

eddyspizzaofficial

3d ago",,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7615599183633976583,,,search,2026-03-13T21:12:50.514733
2,7605278593505152274,eddyspizzaofficial,eddyspizzaofficial,"🔥🍕 BUY & GET ONE FREE! 🍕🔥

eddyspizzaofficial

2-10",,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7605278593505152274,,,search,2026-03-13T21:12:50.516777
3,7603865373133327636,kofi4l,kofi4l,"Reminder:buy one and get one free on Tuesdays and Wednesdays😊 you can take a screenshot of their menu too guys#eddyspizza#pizzadate#goviral#friendshipcatchup#ghanagist🇬🇭@EDDYS PIZZA🍕 @Lifeofpeters ♣️ @𝓜𝓈 𝒥𝒶𝓎 💓

kofi4l

2-6",,0,0,0,458,0,https://www.tiktok.com/@kofi4l/video/7603865373133327636,,#eddyspizza #pizzadate #goviral #friendshipcatchup #ghanagist,search,2026-03-13T21:10:05.197332
4,7575731726064815416,maamekuaaa,maamekuaaa,"BEST PIZZA PLACE IN GHANA😝

maamekuaaa

2025-11-22",,0,0,0,60,0,https://www.tiktok.com/@maamekuaaa/video/7575731726064815416,,,search,2026-03-13T21:10:05.198569
5,7354111040881167621,tnk_collections,tnk_collections,"Eddys Pizza 🍕 Ghana 🇬🇭 🤩💗💓❤ #likkewives #reaction #tnk_collections #usa #tiktok #fyp #foryoupage #richwife #VIRAL #canada #fun #uk #Abuja #lagoswives #ghanatiktok🇬🇭

tnk_collections

2024-4-4",,0,0,0,42,0,https://www.tiktok.com/@tnk_collections/video/7354111040881167621,,#likkewives #reaction #tnk_collections #usa #tiktok #fyp #foryoupage #richwife #VIRAL #canada #fun #uk #Abuja #lagoswives #ghanatiktok,search,2026-03-13T21:10:05.199422
6,7588531595271736632,tasha_ahinaks,tasha_ahinaks,"The best place to make memories is @EDDYS PIZZA🍕

tasha_ahinaks

2025-12-27",,0,0,0,142,0,https://www.tiktok.com/@tasha_ahinaks/video/7588531595271736632,,,search,2026-03-13T21:10:05.200090
7,7553213957956259083,eddyspizzaofficial,eddyspizzaofficial,"🔥🍕 BUY & GET ONE FREE! 🍕🔥

eddyspizzaofficial

2025-9-23",,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7553213957956259083,,,search,2026-03-13T21:12:50.518222
8,7582412587417996600,btc2244,btc2244,"#CapCut @💗Just.Eyram🎀🧸 @LAMAR 🍀👨‍💻 @_drai🥷🏀 @💚BõRñ💚RîCh😍💕 @📿✨ℝ𝕥-𝔹𝕒𝕟𝕒𝕓𝕒𝕤💸🪄♣️ @•||Rock master||•🥷 #Eddie’s Pizza

btc2244

2025-12-10",,0,0,0,120,0,https://www.tiktok.com/@btc2244/video/7582412587417996600,,#CapCut #Eddie,search,2026-03-13T21:10:05.201617
9,7569689329623158072,addespizzaandfoodmasters,addespizzaandfoodmasters,"#addespizzaandcakecity #techiman #restaurant #ghanatiktok🇬🇭 @🕊️ 𝓝𝓪𝓷𝓪 𝔂𝓪𝔀 🫧💕✝️ @💕🫧𝓜𝓲𝓼𝓼_𝓛𝓪𝓾𝓻𝓮𝓷🦋🌸 @Ms. Twenewaa💦🥺💕🎀 @…cee🌚💫💎 @Mr.Israel🕊️ @Content _👑🦩|Gurl

addespizzaandfoodmasters

2025-11-6",,0,0,0,815,0,https://www.tiktok.com/@addespizzaandfoodmasters/video/7569689329623158072,,#addespizzaandcakecity #techiman #restaurant #ghanatiktok,search,2026-03-13T21:10:05.202295
10,7613709128288029973,addespizzaandfoodmasters,addespizzaandfoodmasters,"🇬🇭 Independence Day Special + Birthday Celebration! 🎉

addespizzaandfoodmasters

3-5",,0,0,0,50,0,https://www.tiktok.com/@addespizzaandfoodmasters/video/7613709128288029973,,,search,2026-03-13T21:10:05.202993
11,7605310292700056840,lifecreateewurabackeup,lifecreateewurabackeup,"From the 10th to the 15th of the month of love, buy a double-size pizza and get two 0.5-litre bottles of Coke for free, Available at any of our branches💕

lifecreateewurabackeup

2-10",,0,0,0,19400,0,https://www.tiktok.com/@lifecreateewurabackeup/video/7605310292700056840,,,search,2026-03-13T21:10:05.204663
12,7576725349493476664,mzzyayra,mzzyayra,"This Pizza from @Dennis Pizza & Shawarma taste great! I love it 👌🎯

mzzyayra

2025-11-25",,0,0,0,1054,0,https://www.tiktok.com/@mzzyayra/video/7576725349493476664,,,search,2026-03-13T21:10:05.205350
13,7615711690566503701,judyyawa1,judyyawa1,"Dm @Jus Pizza Ghana to place you order #pizza #ucc #relatablecontent #viraltiktok #fypシ゚viral

judyyawa1

3d ago",,0,0,0,1382,0,https://www.tiktok.com/@judyyawa1/video/7615711690566503701,,#pizza #ucc #relatablecontent #viraltiktok #fypシ,search,2026-03-13T21:10:05.206014
14,7120710259852758278,manye_korngo,manye_korngo,"Tried and approved pizza in Terbibianor-Teshie. Shes rinning promo till july ending. Call +233 54 942 9354 to place an order! Delivery nationwide #pizza #ghana #roamaccrawithkorngo #foodtiktok #foodblogger

manye_korngo

2022-7-15",,0,0,0,67,0,https://www.tiktok.com/@manye_korngo/video/7120710259852758278,,#pizza #ghana #roamaccrawithkorngo #foodtiktok #foodblogger,search,2026-03-13T21:10:05.206833
15,7533143441056845112,pizzainnghana,pizzainnghana,"Flash Sale Friday is here! Grab a large premium pizza for just 75 cedis. Order online or visit any of our branches today!

pizzainnghana

2025-7-31",,0,0,0,6517,0,https://www.tiktok.com/@pizzainnghana/video/7533143441056845112,,,search,2026-03-13T21:10:05.207690
16,7615786776719920404,jamsedy,jamsedy,"Promo is valid for all meatza purchases till the 12th of march.Buy your desired size from@PizzamanChickenMan and get one for FREEE🤭

jamsedy

3d ago",,0,0,0,287,0,https://www.tiktok.com/@jamsedy/video/7615786776719920404,,,search,2026-03-13T21:10:05.208369
18,7594835804220886328,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7594835804220886328,,,hashtag_eddyspizza,2026-03-13T21:11:45.275431
20,7607824242725408018,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7607824242725408018,,,hashtag_eddyspizza,2026-03-13T21:12:50.517458
21,7610379230672620808,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7610379230672620808,,,hashtag_eddyspizza,2026-03-13T21:12:50.530494
22,7519579354662276408,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7519579354662276408,,,hashtag_eddyspizza,2026-03-13T21:12:50.521801
23,7517682944627068166,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7517682944627068166,,,hashtag_eddyspizza,2026-03-13T21:12:50.520123
24,7568848759497461048,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7568848759497461048,,,hashtag_eddyspizza,2026-03-13T21:12:50.519574
25,7581862443052207372,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7581862443052207372,,,hashtag_eddyspizza,2026-03-13T21:11:45.280526
26,7542887416638573880,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7542887416638573880,,,hashtag_eddyspizza,2026-03-13T21:12:50.521228
27,7526718848117116216,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7526718848117116216,,,hashtag_eddyspizza,2026-03-13T21:12:50.526478
28,7584475045813062924,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7584475045813062924,,,hashtag_eddyspizza,2026-03-13T21:12:50.522414
29,7591223296004214072,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7591223296004214072,,,hashtag_eddyspizza,2026-03-13T21:12:50.523425
30,7524827238336974136,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7524827238336974136,,,hashtag_eddyspizza,2026-03-13T21:11:45.285649
31,7600001392098495751,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7600001392098495751,,,hashtag_eddyspizza,2026-03-13T21:12:50.520684
32,7602733718343617799,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7602733718343617799,,,hashtag_eddyspizza,2026-03-13T21:12:50.527173
33,7563649674712763660,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7563649674712763660,,,hashtag_eddyspizza,2026-03-13T21:12:50.522931
34,7532903372039474438,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7532903372039474438,,,hashtag_eddyspizza,2026-03-13T21:12:50.525080
35,7550443232056921350,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7550443232056921350,,,hashtag_eddyspizza,2026-03-13T21:12:50.523940
37,7532457082495323397,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7532457082495323397,,,hashtag_eddyspizza,2026-03-13T21:12:50.525869
38,7548227797588790534,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7548227797588790534,,,hashtag_eddyspizza,2026-03-13T21:12:50.524426
39,7347594079955356933,eddyspizza360,eddyspizza360,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizza360/video/7347594079955356933,,,hashtag_eddyspizza,2026-03-13T21:12:50.528058
40,7531374438193843478,eddyspizza_2023,eddyspizza_2023,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizza_2023/video/7531374438193843478,,,hashtag_eddyspizza,2026-03-13T21:12:50.539580
41,7249558142529309957,pizzaeddys,pizzaeddys,,,0,0,0,0,0,https://www.tiktok.com/@pizzaeddys/video/7249558142529309957,,,hashtag_eddyspizza,2026-03-13T21:12:50.533951
42,7482922635882401066,eddyspizza1,eddyspizza1,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizza1/video/7482922635882401066,,,hashtag_eddyspizza,2026-03-13T21:12:50.533296
43,7344070741605780769,eddyspizza_2023,eddyspizza_2023,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizza_2023/video/7344070741605780769,,,hashtag_eddyspizza,2026-03-13T21:12:50.532794
44,7540282051052752133,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7540282051052752133,,,hashtag_eddyspizza,2026-03-13T21:12:50.534493
45,7326217543079693600,eddyspizza_2023,eddyspizza_2023,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizza_2023/video/7326217543079693600,,,hashtag_eddyspizza,2026-03-13T21:12:50.531760
46,7360075395472887046,eddyspizza360,eddyspizza360,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizza360/video/7360075395472887046,,,hashtag_eddyspizza,2026-03-13T21:12:50.538970
47,7494239644981234966,eddyspizza_2023,eddyspizza_2023,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizza_2023/video/7494239644981234966,,,hashtag_eddyspizza,2026-03-13T21:12:50.549304
48,7436048805914545451,eddyspizza1,eddyspizza1,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizza1/video/7436048805914545451,,,hashtag_eddyspizza,2026-03-13T21:12:50.531179
49,7571922957841288466,eddys.pizza,eddys.pizza,,,0,0,0,0,0,https://www.tiktok.com/@eddys.pizza/video/7571922957841288466,,,hashtag_eddyspizza,2026-03-13T21:12:50.545471
50,7577580926566239496,eddys.pizza,eddys.pizza,,,0,0,0,0,0,https://www.tiktok.com/@eddys.pizza/video/7577580926566239496,,,hashtag_eddyspizza,2026-03-13T21:12:50.547474
51,7558581403424738573,eddyspizza1,eddyspizza1,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizza1/video/7558581403424738573,,,hashtag_eddyspizza,2026-03-13T21:12:50.535058
52,7569414967334554898,eddys.pizza,eddys.pizza,,,0,0,0,0,0,https://www.tiktok.com/@eddys.pizza/video/7569414967334554898,,,hashtag_eddyspizza,2026-03-13T21:12:50.549797
53,7556377104217148679,eddys.pizza,eddys.pizza,,,0,0,0,0,0,https://www.tiktok.com/@eddys.pizza/video/7556377104217148679,,,hashtag_eddyspizza,2026-03-13T21:12:50.543186
54,7538544180335758599,eddys.pizza,eddys.pizza,,,0,0,0,0,0,https://www.tiktok.com/@eddys.pizza/video/7538544180335758599,,,hashtag_eddyspizza,2026-03-13T21:12:50.541729
55,7242383581429927194,eddypizzaa,eddypizzaa,,,0,0,0,0,0,https://www.tiktok.com/@eddypizzaa/video/7242383581429927194,,,hashtag_eddyspizza,2026-03-13T21:12:50.536516
56,7242745814647360795,eddypizzaa,eddypizzaa,,,0,0,0,0,0,https://www.tiktok.com/@eddypizzaa/video/7242745814647360795,,,hashtag_eddyspizza,2026-03-13T21:12:50.542528
57,7252719120288976154,eddypizzaa,eddypizzaa,,,0,0,0,0,0,https://www.tiktok.com/@eddypizzaa/video/7252719120288976154,,,hashtag_eddyspizza,2026-03-13T21:12:50.540198
62,7574058338770554123,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7574058338770554123,,,hashtag_eddyspizzagh,2026-03-13T21:12:50.518766
78,7558460519452101944,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7558460519452101944,,,hashtag_eddyspizzagh,2026-03-13T21:12:50.528919
87,7591114103523904824,eddyspizzaofficial,eddyspizzaofficial,,,0,0,0,0,0,https://www.tiktok.com/@eddyspizzaofficial/video/7591114103523904824,,,hashtag_eddyspizzagh,2026-03-13T21:12:50.535623
